ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Delivery time,Food type,Address
313075,Old Washermanpet,Chennai,Swizo,300,2.9,80,57,"Chinese,Biryani,Fast Food,Beverages",Royapuram
313088,New Alipore,Kolkata,South Indian Flavours,200,3.4,20,81,Indian,Alipore
313127,Jadavpur,Kolkata,Sona Caterer,200,2.9,80,76,"Indian,Fast Food,Desserts",Kasba
313178,Adajan,Surat,Punjabi Dragon,250,2.9,80,55,"Punjabi,Chinese",Adajan
313228,Bidhannagar,Kolkata,Queen'S,300,2.9,80,64,Indian,Salt Lake
313301,Banjara Hills,Hyderabad,The Dessert Zone,300,4.1,100,63,"Bakery,Desserts,Ice Cream,Beverages",Banjara Hills
313443,Mehdipatnam,Hyderabad,Al Madina Chicken Haleem,150,3.3,20,48,"North Indian,Chinese,Biryani",Migh Colony
313464,New Tippasandra,Bangalore,Leancrust Pizza - Thincrust Experts,350,3.5,50,60,"Pizzas,Italian",Indira Nagar
313522,Elgin,Kolkata,Fries Before Guys,300,2.9,80,59,Snacks,Central Kolkata
313540,Santacruz East,Mumbai,Leancrust Pizza - Thincrust Experts,350,3.7,20,43,"Pizzas,Italian",Vakola
313650,Ghatkopar East,Mumbai,Itminaan Biryani - Dum Pukht,400,3.7,50,45,"Biryani,North Indian,Mughlai",Ghatkopar (E)
313710,Ashok Nagar,Bangalore,Mad Mex,1000,4.5,20,51,"Mexican,Fast Food,Salads",Central Bangalore
313767,Banjara Hills,Hyderabad,Warmoven Cake & Desserts,200,4.2,500,64,"Bakery,Desserts,Ice Cream",Banjara Hills
313799,Indiranagar,Bangalore,Absolute Combos,400,2.9,80,58,"Andhra,Biryani,Chinese",Indiranagar
313805,Behala,Kolkata,Krishna Chat Centre,200,3.7,100,90,"Fast Food,Beverages",Alipore
313806,Khairtabad,Hyderabad,Teju Mess,200,4,50,47,South Indian,Somajiguda & Khairtabad
313809,Kothapet,Hyderabad,Occasionkart.Com,800,2.9,80,52,"Desserts,Bakery",Chaitanyapuri
313825,Humayun Nagar,Hyderabad,Gulbarga'S Mama Puri & Special Snacks,149,4.1,100,52,"Snacks,Desserts",Mehdipatnam
313925,Koregaon Park,Pune,Toscano,1200,4.4,100,59,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo,Healthy Food",Koregaon Park
313926,Himayatnagar,Hyderabad,Samosa Singh,100,4,500,37,"Fast Food,Snacks,North Indian,Desserts,Beverages,Street Food,Combo",Jawahar Nagar
313969,Shivajinagar,Pune,Ishan Pure Veg,400,4.4,500,38,"North Indian,Chinese,South Indian,Beverages",Shivaji Nagar
314210,Bidhannagar,Kolkata,Dreams Cafe,300,4,100,62,North Indian,Salt Lake
314279,Dumdum,Kolkata,Cholo Khai,200,4.2,20,90,Bengali,Bediapara
314323,Ashok Nagar,Bangalore,Eurotrip - European,600,2.9,80,45,"Pizzas,Fast Food",Central Bangalore
314419,Powai,Mumbai,Cafe Heaven,300,3.9,20,51,"Indian,Chinese,Tandoor,Biryani,Combo",Powai
314502,Taltala,Kolkata,The Biryani Mahal,250,3.2,100,39,Biryani,Esplanade
314563,Anna Nagar,Chennai,Asia Kitchen By Mainland China,850,4.4,20,76,"Asian,Chinese,Oriental",5Th Avenue
314746,New Nallakunta,Hyderabad,Sri Siddhartha Tiffins And Meals,150,4.3,1000,35,"Beverages,South Indian",Nallakunta & Vidyanagar
314778,Taltala,Kolkata,Combo King,250,3.2,50,41,"Biryani,Chinese",Esplanade
314828,Thousand Lights,Chennai,Copper Chimney,900,4.2,100,47,"Indian,North Indian,Kebabs,Grill,Biryani",Thousand Lights
314832,Chintadripet,Chennai,Murudis Lunch Home,150,4.4,100,31,"South Indian,Chinese",Egmore
315343,Ameerpet,Hyderabad,2 Chefs Cafe,100,3.9,100,62,Snacks  Fast Food  Beverages,Ameerpet
315612,Rasta Peth,Pune,Maharashtrian Thali,200,4.1,20,32,"North Indian,Chinese,Beverages",Near Samarth Hospital
315655,Dhankawadi,Pune,Pokket Pizza,250,3.7,50,78,"Pizzas,Fast Food",Dhankawadi
315723,Shivajinagar,Pune,Meal In Box,250,2.9,80,50,"Beverages,Biryani,Chinese,Combo,Desserts,Mughlai,Indian",Karvenagar
315787,Teynampet,Chennai,Atti Square,300,4.3,50,56,Indian,Alwarpet
315866,Baguihati,Kolkata,Hummy 2 Cake,300,2.9,80,89,"Bakery,Desserts,Sweets",Lake Town
316124,Wadgaon Sheri,Pune,New Naaz Caterers Biryani House,300,3.8,20,65,"Biryani,Indian",Viman Nagar
316146,Purasaiwakkam,Chennai,Smokey Shawarma,250,3.6,100,40,"Fast Food,Biryani,Chinese,Desserts",Purasawalkam
316164,Tilak Nagar,Delhi,Castle'S Barbeque,500,2.9,80,60,Chinese,Rajouri Garden
316231,Kasba,Kolkata,Bake Me Good,200,4.4,100,59,Bakery,Ruby Area
316393,Kothrud,Pune,The Doner Company,350,4,500,48,"Fast Food,Middle Eastern,Lebanese",Kothrud
316429,Koramangala,Bangalore,The Circle Dream,500,4.4,100,64,"Pizzas,Italian,Pastas,Desserts,Beverages,Continental,Indian,Mediterranean",Koramangala
316650,Santacruz East,Mumbai,The Big Owl,750,2.9,80,41,"Indian,Chinese,South Indian,Continental,Tandoor",Scruz Bandra East
316708,Purasaiwakkam,Chennai,Spice Hub Vada Pav,200,4.6,20,39,"Snacks,Fast Food",Purasawalkam
316772,Madhavaram,Chennai,Idlicurry,150,4,100,66,South Indian,Perambur
316863,Koramangala,Bangalore,Tharavadu Malabar Biryani,230,3.4,100,57,"Biryani,Kerala,South Indian,North Indian,Beverages,Desserts",Koramangala
316888,Koramangala,Bangalore,Basmati Express,300,3.6,20,56,"Biryani,Andhra,Hyderabadi,South Indian,North Indian,Tandoor,Beverages,Desserts",Koramangala
316928,Koramangala,Bangalore,Hungry Chang,280,3.8,100,57,"Chinese,Fast Food,Pan-Asian,Combo",Koramangala
316981,Koramangala,Bangalore,Dande'S Hyderabad Biryani,350,3.3,20,56,"Biryani,Andhra,Hyderabadi,South Indian,North Indian,Tandoor,Beverages,Desserts",Koramangala
316987,Shivajinagar,Pune,Coffee Nation,300,2.9,80,37,"Indian,Cafe",Shivaji Nagar
317283,Sector 9 Rohini,Delhi,My Diet Cafe,250,3.7,20,51,"North Indian,Indian,Beverages",Rohini
317349,New Alipore,Kolkata,Bhikharam Chandmal (New Alipore),300,4.1,100,73,Sweets  Desserts  Chaat,Alipore
317438,Jayanagar,Bangalore,Trattoria By Toscano,900,4.1,100,46,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo",Jayanagar
317646,Shivaji Nagar,Bangalore,U.S Pizza,400,2.9,80,44,"Pizzas,Fast Food,Beverages,Salads,Pastas,Desserts",Central Bangalore
317743,Santacruz East,Mumbai,Jashn E Biryani,300,3.8,20,38,"Biryani,North Indian,Mughlai,Desserts",Kurla
317753,Zamistanpur,Hyderabad,Snehitha Restaurant,160,4.4,100,37,"South Indian,Indian",Himayath Nagar
317787,Shivajinagar,Pune,Havmor Ice Creamjm Road,200,4.2,20,28,Ice Cream,Shivaji Nagar
317811,Rohini,Delhi,Jai Shree Radhey Radhey Tiffin Service,200,2.9,80,59,Indian,Rohini
317843,Ea Mall Royapettah,Chennai,Punjab Grill,700,4.3,50,54,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Express Avenue
317919,Piplod,Surat,Combo 10,200,2.9,80,69,"Combo,Chinese,Indian,Desserts",Piplod
317932,Piplod,Surat,Oriental Majik,200,2.9,80,68,"Chinese,Combo,Asian",Piplod
317937,Piplod,Surat,Dial A Biryani,200,2.9,80,70,"North Indian,Biryani,Desserts",Piplod
317948,Piplod,Surat,Bhojanam,200,4,100,63,"Combo,Thalis,Desserts,Indian,Chinese",Piplod
317963,Teynampet,Chennai,Vr Cafe,400,2.9,80,71,"Cafe,Bakery",T Nagar
317975,Nagerbazar,Kolkata,Simla Hotel And Restaurant,300,4.3,100,77,Indian,Chinar Park
318203,Powai,Mumbai,Tunga Darbar,300,3.4,20,49,"North Indian,Chinese,Combo,Biryani",Powai
318238,Shivaji Nagar,Bangalore,Al Pizza Corner,250,2.9,80,44,"Pizzas,Ice Cream,Continental,Desserts",Chandni Chowk Rd Shivaji Nagar
318240,Andheri East,Mumbai,Al Baik.Com,300,4.1,100,59,Snacks  Pizzas,Marol Maroshi Road
318284,Shivaji Nagar,Bangalore,Savera Lassi Shop,250,2.9,80,38,"Juices,Beverages,Snacks,Ice Cream",Chandni Chowk Rd Shivaji Nagar
318287,Shivaji Nagar,Bangalore,Romeo Lassi Shop,250,2.9,80,38,"Beverages,Ice Cream,Snacks,Desserts",Chandni Chowk Rd Shivaji Nagar
318344,Triplicane,Chennai,Oyalo Pizza,350,4.3,50,46,Pizzas,Triplicane
318511,Narolgam,Ahmedabad,Karnavati Juice Center,100,2.9,80,59,"Street Food,Juices",Isanpur
318580,Kothrud,Pune,Royal Chaina,200,2.9,80,66,"Chinese,Indian",Kothrud
318593,Koregaon Park,Pune,Witcher'S Den,200,2.9,80,65,Indian,Lane 5
318658,Chickpet,Bangalore,Healthy Beverages By Adigas,200,2.9,80,47,"Beverages,Juices,Healthy Food",Majestic
318721,Piplod,Surat,Pink Panther,200,4.1,20,75,"Pan-Asian,Burmese,Chinese,Sushi",Piplod
318818,Choolaimedu,Chennai,Star Taj Hotel & Fast Food,400,2.9,80,61,North Indian,Arumbakkam
319012,Andheri East,Mumbai,Chinesezilla,200,4.1,100,41,"Chinese,Combo,Snacks,Indian,North Indian",Marol Sakinaka
319030,Parvati Paytha,Pune,Bhukkad Ka Nukkad,350,3.7,20,49,"Indian,Chinese,Snacks",Bibwewadi
319371,Paikpara,Kolkata,La Vera Pizzara,400,2.9,80,77,"Snacks,Pizzas,Beverages",Dumdum
319428,Tagore Garden Extension,Delhi,China Hot & Hot,200,3.7,100,66,"Chinese,Tandoor,Indian",New Moti Nagar
319440,Salt Lake,Kolkata,Kitchen@99,300,3.5,20,59,"Chinese,Asian",Salt Lake
319490,Koramangala,Bangalore,Basmati'S Briyani Nation,300,3.4,20,56,"Biryani,Andhra,Hyderabadi,South Indian,North Indian,Tandoor,Beverages,Desserts",Koramangala
319600,Rohini,Delhi,Phulka Restaurant,200,3.8,20,52,"North Indian,Tandoor,Punjabi,Chinese,Pizzas,Fast Food,Salads,Desserts",Sector 25
319658,Perambur,Chennai,Green Pepper,300,3.6,20,64,"Indian,Chinese,Biryani",Perambur
319727,Kondhwa,Pune,Jus'T Burgers,300,2.9,80,81,"Fast Food,Indian",Kondhwa
319758,Kasba,Kolkata,Yaara Da Dhaba,400,4.3,100,75,"Indian,North Indian,Kebabs,Punjabi,Tandoor,Biryani",Ruby Area
319805,Deccan Gymkhana,Pune,Momo Nation Cafe,300,2.9,80,35,"Indian,Chinese",F C Road
319888,Gurukul,Ahmedabad,Chai Coffe Point,200,3.9,20,46,"Snacks,Beverages,Pizzas",Vastrapur
319942,Tangra,Kolkata,Kitchen 165 - Nx Hotel,500,2.9,80,71,"Indian,Chinese",Salt Lake
319974,Erandwane,Pune,Jose & Isabella'S Italian Pizza,300,2.9,80,50,Italian,Kothrud
320004,Banjara Hills,Hyderabad,Chandni Chowk,150,3.8,50,49,North Indian  Combo  Street Food  Fast Food  Beverages,Banjara Hills
320101,Haltu,Kolkata,The Gravylicious,300,2.9,80,89,Chinese,Santoshpur
320133,Ultadanga,Kolkata,Vadilal Ice Creams,300,4.8,20,56,Ice Cream,Burrabazar
320159,Andheri East,Mumbai,Hamdan Restaurant,300,4,100,51,North Indian  Chinese  Biryani  Fast Food  Desserts  Beverages,Marol Sakinaka
320189,Navsari Bazaar,Surat,New Famous Chinese,200,4.5,20,30,Chinese,Athwa
320194,Alwarpet,Chennai,Lola'S Pizzeria,1200,4.6,500,71,"Pizzas,Italian",Alwarpet
320222,New Nallakunta,Hyderabad,Pizza Hut,350,3.7,500,46,Pizzas  Fast Food,Shivam Road
320326,Egmore,Chennai,Grill Wagon,200,2.9,80,49,Indian,Nungambakkam
320369,Paschim Vihar,Delhi,Hotelwaterfall,200,2.9,80,60,"Indian,Chinese",Paschim Vihar
320455,Memnagar,Ahmedabad,Masala Street,500,2.9,80,53,"North Indian,Biryani,Desserts",Vastrapur
320456,Memnagar,Ahmedabad,Pink Panther,500,2.9,80,69,"Pan-Asian,Burmese,Chinese,Sushi",Vastrapur
320573,Elgin,Kolkata,Mouchak,200,4,50,47,Indian,Central Kolkata
320604,Bkc,Mumbai,Sequel,1000,4.4,100,50,"Cafe,Healthy Food",Bandra Area
320654,Memnagar,Ahmedabad,Combo 10,600,2.9,80,53,"Combo,Chinese,Indian,Desserts",Vastrapur
320700,Machuabazar,Kolkata,Petuk Bangali,400,4.3,100,44,"Bengali,Indian,Snacks,Fast Food,Home Food,Desserts,Beverages,Combo",Kankurgachi Salt Lake
320719,Jadavpur,Kolkata,Raj Tea Stall,50,2.9,80,80,"Chinese,Beverages,North Indian",Jadavpur
320720,East Kolkata Township,Kolkata,Spicy Bellpepper,450,2.9,80,81,"South Indian,Chinese",Ruby Area
320739,New Gayatri Nagar,Hyderabad,Wholesale Cakes,300,3.4,50,67,Bakery  Desserts,Kothapet & Dilsukhnagar
320752,Haltu,Kolkata,Chakhna Wakhna,200,2.9,80,88,"Chinese,Fast Food",Santoshpur
320754,Haltu,Kolkata,Roll Heaven,200,4.2,50,89,Fast Food,Santoshpur
320772,Haltu,Kolkata,A Gin A Moto,200,2.9,80,94,"Fast Food,Chinese,Combo,Asian",Santoshpur
320773,Haltu,Kolkata,Emperor Biryani,200,2.9,80,96,Biryani,Santoshpur
320870,Erandwane,Pune,Mainland Chinese,250,3.2,100,46,Chinese,Erandwane Pune
320923,Kestopur,Kolkata,Tandoori Pitara,400,2.9,80,80,"Indian,North Indian,Punjabi,Tandoor,Biryani,Kebabs,Desserts",Kestopur
320942,Memnagar,Ahmedabad,Bhojanam,200,4.1,20,53,"Combo,Thalis,Desserts,Indian,Chinese",Vastrapur
320943,Memnagar,Ahmedabad,Dial A Biryani,200,2.9,80,53,"North Indian,Biryani,Desserts",Vastrapur
320947,Memnagar,Ahmedabad,Oriental Majik,200,2.9,80,52,"Chinese,Combo,Asian",Vastrapur
320960,Purasaiwakkam,Chennai,That Waffle Place!,200,4.5,100,49,Desserts,Purasaiwakkam
320996,Koramangala,Bangalore,Kulcha Stories,250,3.8,20,56,"North Indian,Punjabi",Koramangala
321044,Baner,Pune,Cafe Coffee Hutt,250,4.5,50,69,"Fast Food,Pizzas",Baner
321070,Thousand Lights,Chennai,Mount Road Social,600,4.3,100,52,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",E Hotel
321082,Triplicane,Chennai,Sha Cafe,70,2.9,80,58,"Beverages,Snacks,Cafe,Indian,Chinese,Tandoor,Kebabs",Royapettah
321087,Kondhwa,Pune,Teashots,200,2.9,80,74,"Pizzas,Fast Food,Snacks,Beverages",Kondhwa
321164,Bidhannagar,Kolkata,Saptapadi,500,4.2,500,57,"Bengali,Thalis",Salt Lake
321166,Koregaon Park,Pune,Squashed - Cold Press Juices,300,4.3,20,60,"Juices,Healthy Food,Fast Food",Kalyani Nagar
321332,Bhowanipore,Kolkata,Wrap Co,400,2.9,80,66,"Fast Food,Healthy Food,Italian,Desserts,Continental",Central Kolkata
321529,Kilpauk,Chennai,Vadilal Ice Creams,300,2.9,80,46,Desserts,Kilpauk
321542,Machuabazar,Kolkata,Eurasia Kitchen,300,2.9,80,56,"Indian,Chinese,Continental,Seafood",Burrabazar
321801,Triplicane,Chennai,Cake Galatta,100,2.9,80,43,"Desserts,Bakery,Continental,Pizzas",Royapettah
321815,Rajouri Garden,Delhi,Fabcafe By Fabindia,1000,4.2,100,73,"North Indian,Healthy Food,Biryani,Beverages",Rajouri Garden
321912,Vishnu Garden,Delhi,Paratha Universe,250,2.9,80,70,"Chinese,Indian",Rajouri Garden
321975,Narotam Nagar,Surat,Tawah,400,4.1,100,44,"North Indian,Biryani,Tandoor,Barbecue",Adajan
322089,Koregaon Park,Pune,Rocket Momos,300,4.5,100,44,"Chinese,Beverages",Koregaon Park
322153,Powai Area,Mumbai,Mainland China,850,4.4,100,57,"Chinese,Asian",Powai Area
322450,Kustia,Kolkata,Biryani 4U,450,2.9,80,82,Fast Food,Tangra
322524,Modi Colony,Pune,Chinese Kitchen,300,2.9,80,39,"North Indian,Chinese",Camp
322555,Teynampet,Chennai,Fabelle Chocolates - Itc Welcomhotel,600,4.6,50,59,"Bakery,Desserts,Sweets",Cathedral Road
322697,Bidhannagar,Kolkata,Sigree,900,4.2,50,82,"North Indian,Biryani",Sector-1
322733,Kothapet,Hyderabad,Kings Natraj Bakers,300,4,20,56,Fast Food,Manikonda
322880,Baner,Pune,The Biryani Experiment,500,4.3,50,68,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Baner
322886,Pitam Pura,Delhi,The Biryani Experiment,500,4.3,100,36,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Rohini
323008,Navrangpura,Ahmedabad,Chhasswala,150,2.9,80,40,"Street Food,Beverages",Navrangpura
323040,Anna Nagar,Chennai,Ram'S Tea House,100,4.6,50,69,Beverages,Annanagar
323161,Shenoy Nagar,Chennai,Just 79/- Only,150,3.9,100,52,"Chinese,Beverages,Desserts",Annanagar
323166,Alwarpet,Chennai,Food Cravings,200,2.9,80,59,"Chinese,Grill",Alwarpet
323343,Bkc,Mumbai,Bayroute,1500,4.1,100,63,"Turkish,Mediterranean,Middle Eastern,Lebanese,Arabian",Bandra Kurla Complex
323355,Golpark,Kolkata,Wok It Up,300,4,100,75,"Chinese,Oriental,Pan-Asian",South Kolkata
323459,Sion,Mumbai,Sion Restaurant And Stores,300,4,20,43,"Indian,Tandoor,Chinese,Mughlai",Sion Bhakti Park
323492,Paldi,Ahmedabad,Real Spice Pizzeria,450,2.9,80,34,Pizzas,Paldi & Ambawadi
323595,Taltala,Kolkata,Anupama Cloud Kitchen,400,2.7,50,57,"Indian,Chinese",Entally Market
323609,Indiranagar,Bangalore,Wood Fired Pizza,300,2.9,80,60,Pizzas,Indiranagar
323659,Rohini,Delhi,Pizza King,300,4.2,20,61,Fast Food,Rohini
323713,Bhowanipore,Kolkata,Mizuki,200,4,20,77,"Asian,Chinese,Fast Food",Central Kolkata
323801,Arumbakkam,Chennai,Tea Time,300,2.9,80,60,"Beverages,Snacks,Fast Food",Annanagar
323803,Lb Nagar,Hyderabad,Sri Venkateshwara Tiffin'S,300,2.9,80,77,North Indian,Lb Nagar
323909,Malleshwaram,Bangalore,Frozen Coast,300,2.9,80,68,"Indian,Snacks,Beverages",Malleshwam 17Th Cross
324004,Rohini,Delhi,Lazeez,200,2.9,80,46,Fast Food,Rohini
324200,Beleghata,Kolkata,Faasos - Wraps & Rolls,200,4.4,100,53,"Combo,Snacks,Beverages,Desserts,Indian",Beliaghata
324201,Beleghata,Kolkata,Behrouz Biryani,500,4.2,100,55,Biryani  Mughlai  Lucknowi  Hyderabadi  Kebabs  North Indian  Persian  Desserts,Beliaghata
324202,Beleghata,Kolkata,Oven Story Pizza,600,4.1,500,58,Pizzas,Beliaghata
324203,Beleghata,Kolkata,Firangi Bake,400,4.3,20,55,"Italian,Mexican,Pastas",Beliaghata
324204,Beleghata,Kolkata,Lunchbox,200,4.3,100,56,North Indian  Punjabi  Combo  Biryani  Healthy Food  Jain  Thalis  Indian  Mughlai  Desserts,Beliaghata
324205,Beleghata,Kolkata,Sweet Truth - Cake And Desserts,450,4.6,50,51,Bakery  Desserts  Beverages,Beliaghata
324206,Beleghata,Kolkata,The Good Bowl,400,4.3,50,53,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Beliaghata
324207,Beleghata,Kolkata,The Biryani Life,250,4.4,20,55,Biryani  Hyderabadi  Lucknowi  North Indian  Mughlai  Combo  Desserts,Beliaghata
324222,Basavanagudi,Bangalore,Om Shiva Shakthi Chats Center,150,4.4,50,51,"Fast Food,Chaat,Beverages",Basavanagudi
324274,Golpark,Kolkata,Soul Of Bengal,300,4.3,500,77,"Bengali,Beverages,Snacks,Sweets,Combo,Thalis,Bangladeshi,Seafood",South Kolkata
324495,Bhowanipore,Kolkata,Krazzy For Waffle,300,3.7,100,62,"Desserts,Beverages,Ice Cream",Central Kolkata
324676,Shenoy Nagar,Chennai,Tito'S Pan-Tree,300,2.9,80,60,"Cafe,Snacks,Fast Food",Annanagar
324868,Pitam Pura,Delhi,Josh,400,2.9,80,64,"Indian,Chinese,Tandoor,Italian,Fast Food",Nsp
324886,Nungambakkam,Chennai,Dish-Yum,250,3,20,55,Indian,Nungambakkam
324961,Domlur,Bangalore,Rosy Roti,200,4.4,100,55,"Home Food,North Indian,Punjabi,Snacks,Combo,Desserts",Indiranagar
325021,Rohini,Delhi,Destiny Of D3,200,2.9,80,38,Punjabi,Rohini Sector 7
325034,Chembur,Mumbai,Baconfessions,300,4.2,20,59,Italian  Continental  Snacks,Chembur
325190,Annanagar East,Chennai,Myfroyoland Frozen Yogurt,300,2.9,80,53,"Desserts,Ice Cream",Annanagar
325435,Koramangala,Bangalore,Nadan Pothichoru,200,3.4,50,57,"South Indian,Kerala,Biryani",Koramangala
325548,Purasaiwakkam,Chennai,Compani - Great Combos,200,2.9,80,54,North Indian,Secretariat Colony
325637,Jayanagar,Bangalore,Via Milano,800,4.5,20,46,"Pizzas,Italian,European,Mediterranean,Pastas,Continental,Seafood,Middle Eastern,Grill,Greek,Salads,Oriental",Jayanagar
325640,Bidhannagar,Kolkata,Bukhara - Biryani Kebabs & Curries,400,3.8,100,75,"Biryani,Kebabs,North Indian,Tandoor,Combo",Sector V Salt Lake
325655,Koramangala,Bangalore,Nizam'S Kitchens,450,4.1,50,59,"Biryani,Andhra,Hyderabadi,South Indian,North Indian,Tandoor,Beverages,Desserts",Koramangala
325907,Erandwane,Pune,Karlos Pasta Pizza & Grills.,300,2.9,80,50,"Indian,Italian,Chinese,Pastas,Fast Food",Kothrud
326092,Erandwane,Pune,Chopsticks And Pastas,200,4.3,100,48,"Chinese,Fast Food,Italian,Asian,Thai,Pizzas,Street Food",Kothrud
326155,Bkc,Mumbai,Sagar Kitchen By Sagar Caterers,200,2.9,80,42,Indian,Scruz Bandra East
326236,Ballygunge,Kolkata,Asian Deli,500,4.1,20,78,"Indian,Chinese",South Kolkata
326294,New Gayatri Nagar,Hyderabad,Special Cakes,200,2.9,80,74,Desserts,Kothapet & Dilsukhnagar
326465,Vadapalani,Chennai,Oriental Majik,200,2.9,80,85,Indian,Vadapalani
326501,Kondhwa Budruk,Pune,Revelry Cake & Decoration House,500,2.9,80,77,"Bakery,Desserts",Yewalewadi
326743,Paschim Vihar,Delhi,Pizza Pan,500,2.9,80,65,"Pizzas,Fast Food",Paschim Vihar
326762,Ashok Nagar,Bangalore,Dhaba Co.,650,2.9,80,38,North Indian,Central Bangalore
326838,Bibwewadi,Pune,Roopali Pure Veg,500,2.9,80,70,"North Indian,Chinese,Punjabi,Italian,Continental,South Indian",Bibwewadi
326956,Tiljala,Kolkata,Tandoori Dot Com,200,2.9,80,67,North Indian,Ruby Area
326959,Machuabazar,Kolkata,6 Ballygunge Place Take Away - Maniktala,800,4.3,100,39,Bengali,Near Rajabazar Science College Vidyasagar Street Between Hp Petrol Pump And Canis Care Pet
327003,Kilpauk,Chennai,Pacifica - Beverly Hotel,600,2.9,80,49,"Chinese,North Indian",Rajarathinam Road
327151,Dilsukhnagar,Hyderabad,Wok 21 Chinese,400,3.8,20,46,"Chinese,North Indian",Kothapet & Dilsukhnagar
327178,Uppal,Hyderabad,Madhusudhanreddy Hotel,150,3.6,20,60,"South Indian,Chinese,Biryani",Uppal
327257,Sinthee,Kolkata,Chaplin Chinese Restaurant,300,4,20,78,North Indian,Dumdum
327273,Gokhalenagar,Pune,Mike In 24 Kitchen,200,2.9,80,53,"Indian,Pizzas",Shivaji Nagar
327313,Kolkata,Kolkata,New Paul Dhaba Delight,200,3.9,500,43,"North Indian,Chinese",Burrabazar
327414,Amberpet,Hyderabad,Bhagmati Biryani,250,3.6,100,41,"Biryani,Telangana",Nallakunta & Vidyanagar
327415,Nava Naroda,Ahmedabad,Vadilal Ice Creams,300,4.6,20,52,Ice Cream,Naroda
327862,Parvati Paytha,Pune,Darjeeling Hot Momos,150,2.9,80,54,Chinese,Bibwewadi
327882,Tala,Kolkata,Mitra Brothers Fast Food Corner,200,2.9,80,79,"Chinese,North Indian",Dumdum
327900,Gobra,Kolkata,Behnam,500,3.7,20,75,"Biryani,North Indian,Mughlai,Kebabs,Lucknowi,Awadhi",Tangra
327991,Indiranagar,Bangalore,Hot Momos,200,2.9,80,64,Indian,Indiranagar
328099,Koramangala,Bangalore,Ancient Chinese House,300,4.1,100,62,Chinese,Koramangala
328127,Kurla,Mumbai,Mumbai Central Juice And Snacks Centre,400,2.9,80,38,"Snacks,Fast Food,Ice Cream,Beverages,Pizzas,Juices",Kurla
328174,Kilpauk,Chennai,Hameedia Valima Biryani,300,2.9,80,50,Biryani,Kilpauk
328278,Kondhwa,Pune,Kathi Roll Inc,200,4.3,50,69,"Fast Food,Snacks,Combo,Beverages",Kondhwa
328315,Vishala,Ahmedabad,Hiit Meals,150,2.9,80,51,"Fast Food,Combo,Snacks,North Indian,Street Food,Beverages,Desserts",Vasna
328350,Himayatnagar,Hyderabad,Brownie Heaven,200,2.9,80,38,Desserts,Himayath Nagar
328527,Perambur,Chennai,Lassi Corner,150,2.9,80,63,Beverages,Perambur
328563,Vishala,Ahmedabad,Pick Up Meals By Terra,250,4.2,100,49,"Healthy Food,Salads,Combo,Lebanese,Mediterranean,Mexican,Pizzas,Juices,Beverages",Vasna
328570,Koti,Hyderabad,Balaji Dhaba,400,3.6,100,35,"North Indian,Biryani,Chinese,Indian,Tandoor",Himayath Nagar
328837,Vesu,Surat,Blue Vanilla Patisserie,450,2.9,80,56,Desserts,Piplod
328878,Santacruz East,Mumbai,Charcoal Eats - Biryani & Beyond,499,4.3,100,32,"Biryani,North Indian,Mughlai,Afghani,Hyderabadi,Kebabs",Manipada Road
328944,Pitam Pura,Delhi,Giri Momos Wala,200,3.9,100,47,"Chinese,Fast Food",Nsp
328971,Koramangala,Bangalore,Chuckling Chinese,300,4.1,100,63,"Chinese,Fast Food",Koramangala
329149,Koramangala,Bangalore,Imperio Restaurant,300,3.9,100,56,"Biryani,Mughlai,North Indian,Tandoor,Kerala,Chinese,Seafood,Combo,Beverages,Desserts",Koramangala
329233,Ghatkopar West,Mumbai,Green Chatni Food,300,2.9,80,54,"North Indian,Chinese,Tandoor",Ghatkopar Vikhroli
329291,Koramangala,Bangalore,The Parotta Combo,250,2.9,80,60,"North Indian,Punjabi,Mughlai,Combo,Beverages,Desserts",Koramangala
329340,Ayanavaram,Chennai,Atho Kadai,150,4.1,50,44,"Street Food,Burmese,Fast Food",Kilpauk
329461,Anna Nagar,Chennai,Bakkings Elite,300,2.9,80,73,"Bakery,Fast Food,Snacks,Pizzas,Italian-American",Annanagar
329541,Navrangpura,Ahmedabad,Biryani Co.,400,2.9,80,38,Biryani,Cg Road Navrangpura
329676,Golpark,Kolkata,Gusto Cafe & Kitchen,500,2.9,80,78,"Continental,Italian,Pizzas,Chinese,Fast Food",South Kolkata
329848,Indiranagar,Bangalore,A1 Chips,250,4.5,100,46,"Snacks,Sweets",Indiranagar
